race_id,date,distance,weather,num_horses,horse_id,horse_name,rank,FP,pop,odds,time,last3f,weight,sex_age,jockey,venue,surface_type,track_condition,url_jp
202408020706,2024-02-17,1400.0,Sunny,,2021101223.0,Queen's Hat,7,5,462(0),10,1:22.1,67.8,55,3F,A.Nishimura,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202408020706/
202408020706,2024-02-17,1400.0,Sunny,,2021107063.0,Itsumo Nikoniko,8,2,488(+6),6,1:22.2,14.7,55,3F,M.Demuro,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202408020706/
202408020706,2024-02-17,1400.0,Sunny,,2021104832.0,More Rigid,9,11,478(+2),9,1:22.4,58.9,57,3C,A.Lemaitre,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202408020706/
202408020706,2024-02-17,1400.0,Sunny,,,Horse,FP,PP,Horse Wgt.(kg),Fav,FT,Odds,Wgt.(kg),A&S,Jockey,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202408020706/
202408020706,2024-02-17,1400.0,Sunny,,2021103075.0,Meisho Yamamomo,NR,10,,,,---,55,3F,Y.Take,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202408020706/
202405010805,2024-02-18,1600.0,Sunny,,2021106069.0,Pod Theo,1,10,470(+2),3,1:35.7,4.0,57,3C,R.King,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202405010805/
202405010805,2024-02-18,1600.0,Sunny,,2021104326.0,Yukino Royal,10,9,444(0),7,1:36.5,28.3,57,3C,S.Ishibashi,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202405010805/
202405010805,2024-02-18,1600.0,Sunny,,2021103326.0,Mysig,11,1,466(-6),12,1:37.2,279.8,55,3F,H.Uchida,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202405010805/
202405010805,2024-02-18,1600.0,Sunny,,2021104724.0,Tosen Kleine,12,6,448(-2),11,1:37.5,163.4,55,3F,K.Yokoyama,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202405010805/
202405010805,2024-02-18,1600.0,Sunny,,2021105871.0,Sonic Line,2,7,504(+8),2,1:35.8,3.6,57,3C,C.Lemaire,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202405010805/
202405010805,2024-02-18,1600.0,Sunny,,2021103303.0,Dreaming Up,3,4,460(+6),10,1:36.0,49.2,57,3C,Y.Yoshida,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202405010805/
